Twitter Handle & User Name,Tweet, external URL,Date of Tweet,Followers,Following,RT,FAV
"lighthouse_labs , Lighthouse Labs","b'#VF2018 brings latest trends in #fintech #AI and #altinvesting opportunities with authentic discussions, networking\\u2026 https://t.co/M0TDLyp0hb'",https://twitter.com/i/web/status/1065345379993100288,Wed Nov 21 20:45:06 +0000 2018,7615,901,0,1
"BootsRiley , Boots Riley",b'RT @tmorello: 1 in 8 Americans struggle with hunger. This is a crime! Join me and support @WhyHunger\\u2019s #Hungerthon campaign to end hunger i\\u2026',no external urls in this tweet,Wed Nov 21 20:44:04 +0000 2018,89884,19807,87,0
"SundayChants , Sunday League Footy",b'They take no prisoners in Brazilian Sunday League. \\U0001f480 https://t.co/jQWQMj9yGi',no external urls in this tweet,Wed Nov 21 20:44:00 +0000 2018,154662,23845,43,108
"Isuckatpicking , VisuallyBetter",b'It\\u2019s raining in Vancouver. Go figure.',no external urls in this tweet,Wed Nov 21 20:41:33 +0000 2018,10067,863,0,8
"GoldenKnights , Vegas Golden Knights",b'\\U0001f3a5 Pacioretty: *dodges flying hockey glove* https://t.co/By8cZzr7IL',no external urls in this tweet,Wed Nov 21 20:37:00 +0000 2018,422000,639,35,339
"BruceMcCurdy , Bruce McCurdy",b'RT @EdmontonRASC: TONIGHT https://t.co/6k9plMV1KF',https://twitter.com/EdmontonRASC/status/1062838881362436096,Wed Nov 21 20:35:18 +0000 2018,11444,2226,2,0
"screenrant , Screen Rant",b'BREAKING: Sony schedules two new Marvel movie release dates!\\n\\nCould they be for Morbius and Venom 2?\\u2026 https://t.co/fzPkunmQE4',https://twitter.com/i/web/status/1065342775770656768,Wed Nov 21 20:34:45 +0000 2018,115536,289,28,78
"BruceMcCurdy , Bruce McCurdy","b'RT @Docteur_Drey: ""Ribbon Eel""  also known as  y=sin(x)\\nRibbon Eel begin their lives as males and transform into females later in life.\\n#Ee\\u2026'",no external urls in this tweet,Wed Nov 21 20:33:36 +0000 2018,11444,2226,4652,0
"DepressedDarth , Darth Vader",b'RT @wgtc_site: CONTEST: Re-Tweet this and follow us for a chance to win #Incredibles2 on Blu-ray! Contest closes 11/28. Winner notified by\\u2026',no external urls in this tweet,Wed Nov 21 20:31:45 +0000 2018,817375,314,151,0
"JasonGregor , Jason Gregor",b'Hitchcock makes changes. I think Draisailt will be big benefactor. Also Hitch quote on Lucic and a funny story from\\u2026 https://t.co/kcRTO3CQKC',https://twitter.com/i/web/status/1065341447526727680,Wed Nov 21 20:29:28 +0000 2018,63943,607,5,33
"globeandmail , The Globe and Mail",b'First female Indigenous dean of Canadian law school sues for racial discrimination https://t.co/e5T6y0jicN https://t.co/eJOdNhiBe7',http://dlvr.it/Qrp8zv,Wed Nov 21 20:29:07 +0000 2018,1732031,557,11,15
"globeandmail , The Globe and Mail","b'If you\\u2019re a Conservative who opposes carbon pricing, are you really a conservative? https://t.co/egpCEbdKOc\\u2026 https://t.co/M0HRXKQadw'",http://dlvr.it/Qrp8td,Wed Nov 21 20:29:05 +0000 2018,1732031,557,11,17
"BootsRiley , Boots Riley","b""Someone's been reading Cat In The Hat. https://t.co/EOYEVJkTTj""",https://twitter.com/armiehammer/status/1065335638332006400,Wed Nov 21 20:24:13 +0000 2018,89884,19807,9,161
"BestMovieLine , Best Movie Line",b'Friends https://t.co/ymZGsAYyzn',no external urls in this tweet,Wed Nov 21 20:22:50 +0000 2018,493176,38,100,292
"globeandmail , The Globe and Mail","b""'There has to be accountability\\u2019: Indigenous women coerced into sterilization demand action https://t.co/d3AJWJHLNT https://t.co/Z9qfLHA3OR""",http://dlvr.it/Qrp7Wt,Wed Nov 21 20:22:10 +0000 2018,1732031,557,12,7
"globeandmail , The Globe and Mail",b'Guidelines aimed at improving HIV-prevention access too narrow: report https://t.co/MkKwJtKEip https://t.co/YOUT2MBwme',http://dlvr.it/Qrp7Q5,Wed Nov 21 20:22:08 +0000 2018,1732031,557,3,2
"DepressedDarth , Darth Vader",b'Retweet if you see it https://t.co/UKo6PM9o1t',no external urls in this tweet,Wed Nov 21 20:21:53 +0000 2018,817375,314,23,72
"yaboynimrit , Nimrit","b'The majority of Thanksgiving food is flavourless and dry, please @ me https://t.co/acr3pvcxAU'",https://twitter.com/brownasthenight/status/1065314243195613184,Wed Nov 21 20:20:18 +0000 2018,458,1227,0,4
"globeandmail , The Globe and Mail",b'Why you need to learn how to take 10 https://t.co/cQJA111yvv @GlobeBusiness https://t.co/a0N2LqjgqM',http://dlvr.it/Qrp475,Wed Nov 21 20:06:05 +0000 2018,1732031,557,2,6
"JonathanWillis , Jonathan Willis",b'This was the team Jesse Puljujarvi led in scoring. Quite a group. https://t.co/P6II6U2hoa',https://twitter.com/WPGMurat/status/1065304891428614144,Wed Nov 21 20:05:20 +0000 2018,20558,1855,0,11
"PreyanshuKumar , Preyanshu Kumar","b'RT @nielsonTSN1260: Damn it Gritty, you\\u2019ve done it again. https://t.co/n7DWp9yWPZ'",https://twitter.com/GrittyNHL/status/1064958505151578112,Wed Nov 21 20:04:37 +0000 2018,206,191,18,0
"DarrenDreger , Darren Dreger",b'Good stuff. https://t.co/Kmi8oqNJrn',https://twitter.com/ohlrangers/status/1065332199036055552,Wed Nov 21 20:02:54 +0000 2018,1070291,1029,4,58
"jsbmbaggedmilk , Baggedmilk - Oilers Beet writer",b'I\\u2019m so excited! \\U0001f924\\U0001f924\\U0001f924 @yeg_burger https://t.co/Uk1iiALJGa',no external urls in this tweet,Wed Nov 21 20:02:43 +0000 2018,11797,194,1,2
"BestMovieLine , Best Movie Line",b'Fresh Prince of Bel Air https://t.co/xzHuK1pDeQ',no external urls in this tweet,Wed Nov 21 20:02:30 +0000 2018,493176,38,150,418
"CBR , Comic Book Resources","b""Marvel's Most Powerful Mutant Just Returned in Uncanny X-Men https://t.co/5rFaMJHu1d https://t.co/ttVaRY62e6""",https://buff.ly/2Ab5K23,Wed Nov 21 20:02:06 +0000 2018,234940,832,5,20
"DepressedDarth , Darth Vader",b'\\u201cWhat do you like to do for fun?\\u201d\\n\\nme: https://t.co/YvNBUgrPtg',no external urls in this tweet,Wed Nov 21 20:01:24 +0000 2018,817375,314,9,48
"Lowetide , Lowetide",b'RT @tyleryaremchuk: Hour 1 of The Lowdown w/ @Lowetide Podcast is up!\\n\\n(13:22) - @BruceMcCurdy breaks down the Oilers win!\\n\\n(29:48) - @sean\\u2026',no external urls in this tweet,Wed Nov 21 19:48:54 +0000 2018,24894,12861,2,0
"screenrant , Screen Rant","b""#RalphBreaksTheInternet should easily win the box office this week.\\n\\nAND - it'll score one of the best Thanksgiving\\u2026 https://t.co/cjDZoEvdZy""",https://twitter.com/i/web/status/1065331147406757894,Wed Nov 21 19:48:33 +0000 2018,115536,289,3,20
"screenrant , Screen Rant",b'Check out our timeline for the events of the Wizarding World - from Fantastic Beasts to Harry Potter:\\u2026 https://t.co/a6wUl5BAAU',https://twitter.com/i/web/status/1065331052334456832,Wed Nov 21 19:48:10 +0000 2018,115536,289,6,19
"globeandmail , The Globe and Mail",b'Alleged Fredericton shooter to undergo psychological assessment https://t.co/O01kXfCYxh @GlobeBC https://t.co/IQjt9hhQXe',http://dlvr.it/Qrp0bW,Wed Nov 21 19:48:06 +0000 2018,1732031,557,3,2
"SundayChants , Sunday League Footy","b""RT @Football__Tweet: Are former Reds - Wilfried Zaha and Memphis Depay - the answer to Man Utd's problems? \\U0001f534\\n\\nhttps://t.co/mRzMNrWGqQ""",http://bit.ly/2BoXJIC,Wed Nov 21 19:45:26 +0000 2018,154662,23845,56,0
"BruceMcCurdy , Bruce McCurdy","b'RT @Robin_Brownlee: If you know the journey @Jason_Strudwick and wife Schoena made to become parents, you know why the @mustardseedyeg is t\\u2026'",no external urls in this tweet,Wed Nov 21 19:43:18 +0000 2018,11444,2226,8,0
"amufc63 , Amrik Takhar",b'RT @joeefoster: Eating tuna on the tube should be a minimum of 150 hours community service and/or a \\xa3750 fine. Eating egg is 9 months in pr\\u2026',no external urls in this tweet,Wed Nov 21 19:40:12 +0000 2018,172,188,3018,0
"DepressedDarth , Darth Vader","b""Dear Scientists,\\n\\nWe've waited long enough, please invent lightsabers.\\n\\nSincerely,\\n\\nEverybody.""",no external urls in this tweet,Wed Nov 21 19:39:24 +0000 2018,817375,314,111,368
"screenrant , Screen Rant",b'#FantasticBeasts: The Crimes of Grindelwald Star Ezra Miller Urges Fans To Trust J.K. Rowling\\u2026 https://t.co/XshoVMCPIA',https://twitter.com/i/web/status/1065328776295432192,Wed Nov 21 19:39:07 +0000 2018,115536,289,3,24
"jsbmbaggedmilk , Baggedmilk - Oilers Beet writer",b'It\\u2019s going to take a while to figure all these Kens out. https://t.co/ZuxmViblnB',https://twitter.com/curtmah/status/1065327841288445952,Wed Nov 21 19:37:50 +0000 2018,11797,194,1,8
"BruceMcCurdy , Bruce McCurdy","b'CULT OF HOCKEY\\nThanks to Hitchcock, Edmonton #Oilers finally get it right with Milan Lucic\\n https://t.co/YuI34igU64\\nby @dstaples'",https://edmontonjournal.com/sports/hockey/nhl/cult-of-hockey/thanks-to-hitchcock-edmonton-oilers-finally-get-it-right-with-milan-lucic/,Wed Nov 21 19:35:54 +0000 2018,11444,2226,2,5
"globeandmail , The Globe and Mail",b'U.S. Chief Justice John Roberts rebukes Trump over \\u2018Obama judge\\u2019 comment https://t.co/pHiPbfCw4B https://t.co/nmFOQnBsnz',http://dlvr.it/Qrny2n,Wed Nov 21 19:32:49 +0000 2018,1732031,557,4,9
"jsbmbaggedmilk , Baggedmilk - Oilers Beet writer",b'I\\u2019m super open minded to what Hitch can do but Chiarelli will always be on my radar for what he\\u2019s done. https://t.co/enyNgc6NLQ',https://twitter.com/heldendave24/status/1065325107269197824,Wed Nov 21 19:28:14 +0000 2018,11797,194,0,19
"FinnSkata , Finn Wolfhard","b'Thanks to @calebmclaughlin for showing me the ropes in #Gambit, it\\u2019s dope! You can refer your friend and play toget\\u2026 https://t.co/iTn41yavsB'",https://twitter.com/i/web/status/1065324976478269440,Wed Nov 21 19:24:01 +0000 2018,1936888,414,305,4679
"GoldenKnights , Vegas Golden Knights",b'\\U0001f3a5 Gallant: Today\\u2019s a big game. We want to make this a successful road trip. https://t.co/qNTgH9D3Kq',no external urls in this tweet,Wed Nov 21 19:23:25 +0000 2018,422000,639,17,187
"DepressedDarth , Darth Vader",b'Makes sense https://t.co/Ow4yG66Htz',no external urls in this tweet,Wed Nov 21 19:22:13 +0000 2018,817375,314,115,377
"SundayChants , Sunday League Footy",b'This free-kick. \\U0001f628 https://t.co/c8ELORDGMf',no external urls in this tweet,Wed Nov 21 19:22:00 +0000 2018,154662,23845,41,117
"FakeOilersGM , Peter Chiarelli","b""Yesterday was a tough, emotional day, but today is a fresh start and I'm going to get back to doing what I do best.""",no external urls in this tweet,Wed Nov 21 19:21:54 +0000 2018,23812,136,6,78
"OmarKalim2 , Omar Kalim","b'RT @JaeRichards: Imma keep it a stack wit yall, my drool stink \\U0001f4af'",no external urls in this tweet,Wed Nov 21 19:21:26 +0000 2018,12,47,14,0
"BestMovieLine , Best Movie Line",b'Grease https://t.co/XLRwCkXJsR',no external urls in this tweet,Wed Nov 21 19:20:57 +0000 2018,493176,38,45,140
"globeandmail , The Globe and Mail",b'Judge to rule Feb. 8 on whether Quebec mosque killer gets 150-year sentence https://t.co/RvUV8E4rAH https://t.co/9buiuminpI',http://dlvr.it/Qrnttq,Wed Nov 21 19:17:07 +0000 2018,1732031,557,1,7
"jsbmbaggedmilk , Baggedmilk - Oilers Beet writer",b'From 31 Thoughts: I hope Todd ripped Chiarelli a new asshole on his way out for giving him a flawed roster. https://t.co/NmKt6WgiW6',no external urls in this tweet,Wed Nov 21 19:16:16 +0000 2018,11797,194,11,79
"CBR , Comic Book Resources","b'Life-Size, Moving Gundam Statue Will Debut in Japan in 2020\\nhttps://t.co/7ReNygKEPf https://t.co/lX2jp8abis'",https://buff.ly/2A7oPC4,Wed Nov 21 19:15:12 +0000 2018,234940,832,13,40
"Woodguy55 , Woodguy",b'RT @mikedirsa: @DKingBH @V2Hero @Woodguy55 \\U0001f64b\\U0001f3fb\\u200d\\u2642\\ufe0f',no external urls in this tweet,Wed Nov 21 19:10:09 +0000 2018,7076,1587,1,0
"globeandmail , The Globe and Mail",b'E. coli infections linked to romaine lettuce: What you need to know https://t.co/ReXQM0nEAC https://t.co/Totp2WXC98',http://dlvr.it/QrnsKN,Wed Nov 21 19:09:04 +0000 2018,1732031,557,8,0
"hasanminhaj , Hasan Minhaj",b'RT @patriotact: Stressing to figure out what to bring to Thanksgiving dinner? @HasanMinhaj has an idea for you. \\n\\nMore tips from your frien\\u2026',no external urls in this tweet,Wed Nov 21 19:07:13 +0000 2018,326651,1009,85,0
"globeandmail , The Globe and Mail",b'10 bargain Canadian bubblies that can rival French Champagne https://t.co/CTg71OISKd https://t.co/FMYAo86wjt',http://dlvr.it/QrnrxW,Wed Nov 21 19:07:09 +0000 2018,1732031,557,2,4
"OilersNation , OilersNation.com",b'Fresh Oil: Baggedmilk on #theLOCKERROOM: Undefeated in the Hitchcock era https://t.co/LNVwlhmvqG',https://oilersnation.com/2018/11/21/baggedmilk-on-thelockerroom-undefeated-in-the-ken-hitchcock-era/?utm_source=dlvr.it&utm_medium=twitter,Wed Nov 21 19:07:05 +0000 2018,47378,1396,0,1
"Archaeologuy , Matt Henderson","b""RT @mikeFAIL: Manny didn't get hired. He's taking a break, y'all.\\n\\nCorsica will be back up shortly.""",no external urls in this tweet,Wed Nov 21 19:07:05 +0000 2018,7384,227,36,0
"JonathanWillis , Jonathan Willis","b'RT @TheAthleticEDM: Once an NHL player is labelled by his coach, it is very difficult to change that perception. But a new coach means a fr\\u2026'",no external urls in this tweet,Wed Nov 21 19:05:08 +0000 2018,20558,1855,4,0
"Archaeologuy , Matt Henderson",b'And in the same thought he says that as many as 50 people in the organization were turfed. Is Katz strapped for Cas\\u2026 https://t.co/sWxoTwWdn6',https://twitter.com/i/web/status/1065319539968172032,Wed Nov 21 19:02:25 +0000 2018,7384,227,0,6
"SundayChants , Sunday League Footy",b'Could literally watch this tackle all day every day. \\U0001f44a\\U0001f44a https://t.co/I2DtjKrOqG',no external urls in this tweet,Wed Nov 21 19:02:00 +0000 2018,154662,23845,87,218
"BruceMcCurdy , Bruce McCurdy",b'My weekly chat with @Lowetide. Lots to talk about &amp; nowhere near enough time to do so. Mostly about three words I n\\u2026 https://t.co/WpD2jNFWIt',https://twitter.com/i/web/status/1065319365397012481,Wed Nov 21 19:01:44 +0000 2018,11444,2226,1,2
"Archaeologuy , Matt Henderson",b'What does Friedman mean when he says that McLellan didn\\u2019t take his firing quietly? I want details!',no external urls in this tweet,Wed Nov 21 19:01:16 +0000 2018,7384,227,5,109
"globeandmail , The Globe and Mail",b'Saskatchewan scientist finds three bear species using same habitat for first time https://t.co/0dPikzu2kc https://t.co/Us6eGlfwND',http://dlvr.it/Qrnqch,Wed Nov 21 19:01:07 +0000 2018,1732031,557,6,14
"screenrant , Screen Rant",b'Want to be one of the first to see the new #BumblebeeMovie? Transformers fans can see it nearly 2 weeks early at se\\u2026 https://t.co/b82ZwVbef6',https://twitter.com/i/web/status/1065319077609119747,Wed Nov 21 19:00:35 +0000 2018,115536,289,2,20
"SwiftOnSecurity , SwiftOnSecurity",b'\\u201cThere\\u2019s no way they could keep a cellular modem in this thing I pay maintenance costs on. My data plan is $40 a mo\\u2026 https://t.co/ySSaC59q4H',https://twitter.com/i/web/status/1065318908377423874,Wed Nov 21 18:59:55 +0000 2018,247692,8090,4,44
"BarackObama , Barack Obama","b'I am grateful for the next generation of leaders -- the young people who are tolerant, creative, idealistic and doi\\u2026 https://t.co/Mnydz2BMZX'",https://twitter.com/i/web/status/1065318418470064128,Wed Nov 21 18:57:58 +0000 2018,103235170,617818,28709,160917
"SwiftOnSecurity , SwiftOnSecurity","b'I\\u2019m not posting this to be alarming, this isn\\u2019t hidden, but many people do not seem to understand the level of advancement.'",no external urls in this tweet,Wed Nov 21 18:57:49 +0000 2018,247692,8090,3,58
"KeroppiChoppi , gawasaki",b'had the option of burger and beef dip today so I just combined them #cbhhiddenmenu https://t.co/y79JeZvmvj',no external urls in this tweet,Wed Nov 21 18:56:31 +0000 2018,181,494,0,2
"spoderbro , my name is might've been","b'RT @drummerbaker: San Jose reporter to Connor: ""do you still spend any time in Toronto?"" \\nConnor: ""no.""'",no external urls in this tweet,Wed Nov 21 18:54:38 +0000 2018,315,1667,3,0
"UAlberta , University of Alberta","b'RT @UAlbertaAlumni: Happy Fall Convocation! Congratulations to all our brand new grads from: \\n@UAlberta_FoMD, @ualbertaScience, @UAlbertaNu\\u2026'",no external urls in this tweet,Wed Nov 21 18:53:08 +0000 2018,79693,575,11,0
"BootsRiley , Boots Riley","b'RT @Ruby: The real life sequel to #SorryToBotherYou going on in the Philippines, where workers are treated as disposable and building skill\\u2026'",no external urls in this tweet,Wed Nov 21 18:51:49 +0000 2018,89884,19807,20,0
"DepressedDarth , Darth Vader",b'The force is strong with these teachers https://t.co/BMIg7Ftr32',http://twentytwowords.com/times-teachers-were-way-smarter-than-their-students/6/?utm_source=deck&utm_medium=cpc&utm_term=influencer&utm_campaign=DM367,Wed Nov 21 18:51:37 +0000 2018,817375,314,2,14
"EdmontonOilers , Edmonton Oilers","b'RT @RogersPlace: This could be your table! If you have tickets for an upcoming @EdmontonOilers game, make your reservation at #Studio99 to\\u2026'",no external urls in this tweet,Wed Nov 21 18:50:41 +0000 2018,799811,265,2,0
"BootsRiley , Boots Riley",b'RT @sttepodcast: To celebrate the release of Sorry to Bother You (in cinemas 7th Dec) we have this awesome prize bundle to giveaway. Just f\\u2026',no external urls in this tweet,Wed Nov 21 18:50:38 +0000 2018,89884,19807,428,0
"UAlberta , University of Alberta",b'Congratulations to students in @UofA_Arts @UAlbertaLaw @uaextension @Education_UofA @UANativeStudies graduating thi\\u2026 https://t.co/231ZuNuVKh',https://twitter.com/i/web/status/1065316520132104193,Wed Nov 21 18:50:25 +0000 2018,79693,575,10,22
"BootsRiley , Boots Riley",b'RT @_forestAr: Anti-capitalist content on anti-thanksgiving is 100% what I needed in my life and didn\\u2019t know this glorious day would bring\\u2026',no external urls in this tweet,Wed Nov 21 18:49:40 +0000 2018,89884,19807,10,0
"BootsRiley , Boots Riley","b""RT @BeltzerNYC: ATTENTION! 'Sorry to Bother You' is now on Hulu. You need to stop what you are doing and watch it. Do so before your family\\u2026""",no external urls in this tweet,Wed Nov 21 18:48:57 +0000 2018,89884,19807,12,0
"BootsRiley , Boots Riley",b'RT @mpschultzzz: #SorryToBotherYou movie streaming on @hulu. I\\u2019m highly recommending this in my #WhiteVoice.',no external urls in this tweet,Wed Nov 21 18:48:44 +0000 2018,89884,19807,2,0
"BootsRiley , Boots Riley","b'RT @LockeTalks: Since #SorryToBotherYou is trending again, I just want to mention that I took Labor Law I this quarter and thought about th\\u2026'",no external urls in this tweet,Wed Nov 21 18:48:37 +0000 2018,89884,19807,4,0
"BootsRiley , Boots Riley",b'RT @mtnewman: IMPORTANT PUBLIC SERVICE ANNOUNCEMENT. #SorryToBotherYou (aka the best film of the last 5 years) is now on Hulu. Watch it ove\\u2026',no external urls in this tweet,Wed Nov 21 18:48:11 +0000 2018,89884,19807,23,0
"JSBMjeanshorts , Jeanshorts",b'@Archaeologuy @OtterBox Is your otter okay??',no external urls in this tweet,Wed Nov 21 18:46:03 +0000 2018,5437,97,0,2
"BestMovieLine , Best Movie Line",b'The 10 Most Memorable Orgasms In Movie History https://t.co/rnKXxL1MoM',https://decider.com/2018/02/02/thats-the-spot-the-10-most-memorable-orgasms-in-film-history/slide-3/?utm_source=dom&utm_medium=domsc&utm_campaign=DM367,Wed Nov 21 18:46:01 +0000 2018,493176,38,3,10
"BestMovieLine , Best Movie Line",b'10 Hollywood Sex Scenes Where Actors Used Body Doubles https://t.co/1HU0e2Ncq5',https://decider.com/2017/12/29/10-sex-scenes-where-actors-used-body-doubles/slide-7/?utm_source=dom&utm_medium=domsc&utm_campaign=DM367,Wed Nov 21 18:45:32 +0000 2018,493176,38,1,3
"GoldenKnights , Vegas Golden Knights",b'Goal? \\n\\nNo goal? \\n\\nLmk https://t.co/gQFFloHojG',no external urls in this tweet,Wed Nov 21 18:44:56 +0000 2018,422000,639,20,249
"JSBMjeanshorts , Jeanshorts",b'@jsbmbaggedmilk @TheNationChris !!!!!!!!!!!!!!!!! https://t.co/BLEIo34JWM',https://twitter.com/vicecanada/status/1065311417698525184?s=19,Wed Nov 21 18:44:55 +0000 2018,5437,97,0,0
"SwiftOnSecurity , SwiftOnSecurity","b'FYI: As IoT advances, embedded cellular models on special commercial data plans are increasingly common. Days of ne\\u2026 https://t.co/o4vfku8zbJ'",https://twitter.com/i/web/status/1065315002830254086,Wed Nov 21 18:44:23 +0000 2018,247692,8090,67,168
"screenrant , Screen Rant","b'Have plans to see #RalphBreaksTheInternet this holiday season?\\n\\nFirst, you should read our interview with directors\\u2026 https://t.co/fPCk9X45vv'",https://twitter.com/i/web/status/1065314563241988097,Wed Nov 21 18:42:39 +0000 2018,115536,289,0,10
"screenrant , Screen Rant",b'#Fallout76 Reviews Roundup: Bethesda Rushed This One https://t.co/aIjkpVDhQC https://t.co/bsZ3eHG14K',https://buff.ly/2A9vo7d,Wed Nov 21 18:39:05 +0000 2018,115536,289,0,7
"Archaeologuy , Matt Henderson",b'My otter box just disintigrated in my hands. I\\u2019m now caseless and I feel so naked. @OtterBox',no external urls in this tweet,Wed Nov 21 18:38:41 +0000 2018,7384,227,0,4
"screenrant , Screen Rant","b'Before you see #Creed2 this week, be sure to read our interview with director Steven Caple, Jr.!  \\u27a1\\ufe0f\\u2026 https://t.co/atzOX8Ldk5'",https://twitter.com/i/web/status/1065312172065083392,Wed Nov 21 18:33:09 +0000 2018,115536,289,2,13
"screenrant , Screen Rant",b'#SpiderManIntoTheSpiderVerse is tracking for a solid (but soft by superhero movie standards) opening in December.\\u2026 https://t.co/ALavjJzXJB',https://twitter.com/i/web/status/1065311614130364416,Wed Nov 21 18:30:55 +0000 2018,115536,289,1,24
"CBR , Comic Book Resources","b""Justice League: Zack Snyder Thanks 'Snyder Cut' Supporters\\nhttps://t.co/8Xgj2MdmOw https://t.co/RFxm1helvX""",https://buff.ly/2Al55LJ,Wed Nov 21 18:30:35 +0000 2018,234940,832,11,36
"Archaeologuy , Matt Henderson","b'RT @rewenzo: @Archaeologuy At long last, our provincial nightmare of two extra paid sick days is over.'",no external urls in this tweet,Wed Nov 21 18:27:53 +0000 2018,7384,227,1,0
"UAlberta , University of Alberta",b'RT @folioUAlberta: How a U of A grad landed a dream job in the medical cannabis industry two months out of pharmacology: https://t.co/lUfOB\\u2026',no external urls in this tweet,Wed Nov 21 18:27:13 +0000 2018,79693,575,2,0
"UAlberta , University of Alberta",b'RT @folioUAlberta: Real-life CSI work a dream career for anthropology grad: https://t.co/EbMkO0h7nm #UAlberta #UAlberta18 #anthropology htt\\u2026',https://www.folio.ca/real-life-csi-work-a-dream-career-for-anthropology-grad/,Wed Nov 21 18:27:08 +0000 2018,79693,575,2,0
"globeandmail , The Globe and Mail",b'TIFF Lightbox secures exclusive Canadian run of Alfonso Cuaron\\u2019s Netflix drama Roma https://t.co/uSLvQEyHJS\\u2026 https://t.co/sUERGyBojL',http://dlvr.it/Qrnhj1,Wed Nov 21 18:27:06 +0000 2018,1732031,557,2,12
"DepressedDarth , Darth Vader","b'girl: ""I like Star Wars""\\n\\nme: https://t.co/JoA1FwkJ2k'",no external urls in this tweet,Wed Nov 21 18:25:29 +0000 2018,817375,314,87,342
"GoldenKnights , Vegas Golden Knights",b'The brand new VGK Ticket Exchange is your one-stop shop for all Golden Knights tickets!\\n\\nBuy and sell your tickets\\u2026 https://t.co/niebL2t9T3',https://twitter.com/i/web/status/1065309735048511488,Wed Nov 21 18:23:27 +0000 2018,422000,639,22,126
"Archaeologuy , Matt Henderson","b'This is what you all wanted, I guess. Fewer paid days and a frozen min wage. https://t.co/YwAMk84Lew'",https://twitter.com/CBCAlerts/status/1065307140708012032,Wed Nov 21 18:22:59 +0000 2018,7384,227,2,7
"FriedgeHNIC , Elliotte Friedman","b""31 Thoughts: Can Ken Hitchcock's demands lead Oilers to playoffs? - https://t.co/rnZdjmz09H (thank you \\u2066@GMCcanada\\u2069) https://t.co/Ybz0dzrFSO""",http://Sportsnet.ca,Wed Nov 21 18:22:29 +0000 2018,457889,647,45,287
"globeandmail , The Globe and Mail",b'Investors caught in crossfire of fight for U.S. holiday shoppers https://t.co/6DXfVPRbrX @GlobeInvestor https://t.co/eN6Krg9KW7',http://dlvr.it/QrngRL,Wed Nov 21 18:21:05 +0000 2018,1732031,557,0,1
"OilersNation , OilersNation.com","b'Fresh Oil: Oilers 4, Sharks 3 (OT) post-game Oil Spills: Back in the win column https://t.co/G2p79OdQNK'",https://oilersnation.com/2018/11/21/oilers-4-sharks-3-ot-post-game-oil-spills-back-in-the-win-column/?utm_source=dlvr.it&utm_medium=twitter,Wed Nov 21 18:19:04 +0000 2018,47378,1396,0,3
"globeandmail , The Globe and Mail",b'RT @shelbyblackley: What a treat we have for #Amplify this week! @maxymiw will be our guest editor discussing dealing with the trolls of th\\u2026',no external urls in this tweet,Wed Nov 21 18:16:46 +0000 2018,1732031,557,1,0
"jsbmbaggedmilk , Baggedmilk - Oilers Beet writer",b'This is the saddest thing I\\u2019ve ever seen. \\U0001f62d\\U0001f62d #ByeTodd #oilers https://t.co/8hQEenmYdm',https://www.instagram.com/p/Bqc7sgpg4wU/?utm_source=ig_twitter_share&igshid=1gs35kyuc5419,Wed Nov 21 18:15:33 +0000 2018,11797,194,0,26
"CBR , Comic Book Resources",b'When Clark Kent Left the Daily Planet For Good...Until the Superman Movie https://t.co/Vx9kq2MydB https://t.co/n2UjFuz07F',https://buff.ly/2AaMqC6,Wed Nov 21 18:15:14 +0000 2018,234940,832,3,14
"CBR , Comic Book Resources",b'Spider-Man: Into the Spider-Verse On Track For $30 Million Debut\\nhttps://t.co/JGWthQTDeU https://t.co/kFI05Y1v2a',https://buff.ly/2AaStq5,Wed Nov 21 18:15:07 +0000 2018,234940,832,28,134
"BestMovieLine , Best Movie Line",b'The Devil Wears Prada https://t.co/wKFYg8KjEv',no external urls in this tweet,Wed Nov 21 18:13:34 +0000 2018,493176,38,14,86
"Woodguy55 , Woodguy",b'RT @OilDoug: @Woodguy55 Too late to join the Hitch profile pic-fest?',no external urls in this tweet,Wed Nov 21 18:13:04 +0000 2018,7076,1587,1,0
"Rob_Tychkowski , Rob Tychkowski",b'FYI: if you walk your dog around the airport on a leash nobody likes you. Sorry you had to hear it from me.',no external urls in this tweet,Wed Nov 21 18:12:05 +0000 2018,23138,496,0,16
"jsbmbaggedmilk , Baggedmilk - Oilers Beet writer",b'@JSBMjeanshorts @TheNationChris You guys me?',no external urls in this tweet,Wed Nov 21 18:09:20 +0000 2018,11797,194,0,0
"DepressedDarth , Darth Vader",b'\\U0001f332\\U0001f332XMAS SWEATSHIRT SALE \\U0001f332\\U0001f332\\n\\n\\u2603\\ufe0f\\u2744\\ufe0f\\u2603\\ufe0f VISIT MY STORE \\u2603\\ufe0f\\u2744\\ufe0f\\u2603\\ufe0f\\n\\n\\u27a1\\ufe0f https://t.co/jfRRlXn0Gp https://t.co/ku1RU0yvHE',https://www.teepublic.com/stores/depresseddarth?ref_id=1756,Wed Nov 21 18:06:47 +0000 2018,817375,314,4,26
"officialjaden , Jaden Smith",b'RT @KidCudi: Go Jaden!! https://t.co/qP5b2WQpmH',https://twitter.com/officialjaden/status/1064043043471339521,Wed Nov 21 18:06:36 +0000 2018,7973903,173,1499,0
