Twitter Handle & User Name,Tweet, external URL,Date of Tweet,Followers,Following,RT,FAV
"GoldenKnights , Vegas Golden Knights","b""waiting for the first goal to get scored is like waiting for your aunt that's late to Thanksgiving every year to sh\\u2026 https://t.co/qoK97ozd4s""",https://twitter.com/i/web/status/1065428863109361665,Thu Nov 22 02:16:50 +0000 2018,422000,639,39,307
"FriedgeHNIC , Elliotte Friedman","b'Trent Carroll, formerly Chief Revenue Officer, takes over as new CEO.'",no external urls in this tweet,Thu Nov 22 02:15:38 +0000 2018,457889,647,20,42
"TSNBobMcKenzie , Bob McKenzie",b'Trent Carroll new COO in VAN. https://t.co/OoYI8r3Sat',https://twitter.com/friedgehnic/status/1065427396147339266,Thu Nov 22 02:15:11 +0000 2018,1599117,680,22,55
"globeandmail , The Globe and Mail","b'Ray Chavez, oldest U.S. military survivor of Pearl Harbor, dies at age 106 https://t.co/HyZTcwCfUL https://t.co/0lHyLjTeTY'",http://dlvr.it/Qrq2bG,Thu Nov 22 02:11:09 +0000 2018,1732031,557,9,42
"globeandmail , The Globe and Mail",b'St. Michael\\u2019s board says school\\u2019s leadership has its full support https://t.co/ntJnKF72In https://t.co/3cq6Eu0JkR',http://dlvr.it/Qrq2Wg,Thu Nov 22 02:11:07 +0000 2018,1732031,557,0,4
"FriedgeHNIC , Elliotte Friedman","b'More clarity to come, but there is word tonight VAN is changing COOs. Jeff Stipec held the job.'",no external urls in this tweet,Thu Nov 22 02:11:00 +0000 2018,457889,647,48,113
"GoldenKnights , Vegas Golden Knights","b""let's rock\\n\\nlet's rock today https://t.co/r88e3e248T""",no external urls in this tweet,Thu Nov 22 02:08:33 +0000 2018,422000,639,46,437
"screenrant , Screen Rant",b'Once Upon a Deadpool Plot Was Pitched to Ryan Reynolds on Twitter - https://t.co/eFIqO1SEua https://t.co/bXpshGb8He',https://buff.ly/2R7TKG0,Thu Nov 22 02:07:09 +0000 2018,115536,289,2,24
"GoldenKnights , Vegas Golden Knights",b'The home team tried to make fun of us.....\\n\\nbut all we heard was the \\u201cGo Knights Go\\u201d chants \\U0001f643',no external urls in this tweet,Thu Nov 22 02:03:23 +0000 2018,422000,639,36,425
"globeandmail , The Globe and Mail","b'The red line crossed, Jamal Khashoggi\\u2019s life cannot be sacrificed for Canada\\u2019s economy https://t.co/tQiUYTgG1e\\u2026 https://t.co/0OcWn1BKYp'",http://dlvr.it/Qrq1RJ,Thu Nov 22 02:03:05 +0000 2018,1732031,557,41,116
"CBR , Comic Book Resources","b""Stan Lee's Ralph Breaks the Internet Cameo May Not Be What You Hoped\\nhttps://t.co/OO0APkC6fA https://t.co/wbH6yq1XH7""",https://buff.ly/2TuQTZj,Thu Nov 22 02:01:03 +0000 2018,234940,832,19,47
"oldboothonline , old booth",b'RT @jakdotmak: \\u2018SPLASHPARK NINE (EMOTIONAL EDITION) https://t.co/IVgjlLH9Js',https://soundcloud.com/oldbooth/splashpark-nine-emotional-edition?utm_source=soundcloud&utm_campaign=share&utm_medium=twitter,Thu Nov 22 01:55:24 +0000 2018,309,405,1,0
"DarrenDreger , Darren Dreger","b'Nice scarf, Gord. https://t.co/hIKIS6Ba8q'",https://twitter.com/gmillertsn/status/1065339862809829383,Thu Nov 22 01:53:30 +0000 2018,1070291,1029,1,81
"GoldenKnights , Vegas Golden Knights",b'\\U0001f512\\u2019d in https://t.co/GNuRurMxiV',no external urls in this tweet,Thu Nov 22 01:52:30 +0000 2018,422000,639,28,305
"GoldenKnights , Vegas Golden Knights","b""we're gonna do that hockey\\n\\nso it's time for you to do that watching https://t.co/6p43rNAZnB""",no external urls in this tweet,Thu Nov 22 01:50:34 +0000 2018,422000,639,23,167
"BestMovieLine , Best Movie Line",b'The Cast of American Pie Then vs Now https://t.co/9eoqubWR60',http://twentytwowords.com/see-what-the-cast-of-american-pie-looks-like-then-vs-now/?utm_source=deck&utm_medium=cpc&utm_term=influencer&utm_campaign=DM367,Thu Nov 22 01:49:19 +0000 2018,493176,38,0,1
"JSBMjeanshorts , Jeanshorts",b'DJ BIG WILKY STYLE ON THE ONES AND TWOS!! https://t.co/7jyMGbWpKS',https://twitter.com/ReidWilkins/status/1065420943999164419,Thu Nov 22 01:46:08 +0000 2018,5437,97,0,3
"GoldenKnights , Vegas Golden Knights",b'line time\\n\\n81 \\U0001f920 19\\n67 21 89\\n\\U0001f443\\U0001f528 38\\n\\U0001f4eb\\U0001f514 \\U0001f94a\\n\\n3 88\\n\\U0001f43b \\U0001f3f4\\U000e0067\\U000e0062\\U000e0065\\U000e006e\\U000e0067\\U000e007f\\n22 6\\n\\n\\U0001f338',no external urls in this tweet,Thu Nov 22 01:42:10 +0000 2018,422000,639,35,318
"BestMovieLine , Best Movie Line",b'The 10 Kinkiest Scenes In Movie History https://t.co/ZYA6I8lXKT',https://decider.com/2017/11/17/the-10-kinkiest-sex-scenes-in-movie-history/slide-1/amp/?utm_source=dom&utm_medium=domsc&utm_campaign=DM367,Thu Nov 22 01:37:37 +0000 2018,493176,38,1,4
"globeandmail , The Globe and Mail",b'Torstar cuts 13 jobs at StarMetro in Toronto; no papers will be cancelled https://t.co/hVRXKcaa3W https://t.co/W6QTWHadxl',http://dlvr.it/QrpykR,Thu Nov 22 01:37:05 +0000 2018,1732031,557,6,4
"globeandmail , The Globe and Mail",b'Quebec students stage walkout over unpaid internships https://t.co/5Pn5wwYKGT https://t.co/45bujCA9oq',http://dlvr.it/Qrpyhx,Thu Nov 22 01:37:04 +0000 2018,1732031,557,10,18
"PreyanshuKumar , Preyanshu Kumar","b'RT @EAStarWars: With generals deploying on both sides, the Clone Wars have begun in #StarWarsBattlefrontII. Geonosis is your next battlefro\\u2026'",no external urls in this tweet,Thu Nov 22 01:32:40 +0000 2018,206,191,3999,0
"DukeOfBohemia , Foxylicious ॐ","b'City to village, hamlet to town, the show must go on \\u2764 \\u2764 \\u2764'",no external urls in this tweet,Thu Nov 22 01:31:20 +0000 2018,348,866,0,0
"globeandmail , The Globe and Mail",b'NASA\\u2019s InSight probe aims to dig deeper into the history and geography of Mars https://t.co/cuRudVRpW4\\u2026 https://t.co/69ckAJeKKF',http://dlvr.it/Qrpy1G,Thu Nov 22 01:31:05 +0000 2018,1732031,557,3,4
"EdmontonOilers , Edmonton Oilers",b'NYE in a @Scotiabank\\u200b Suite for #Oilers vs. Winnipeg! \\U0001f389\\n\\nVisit https://t.co/uuYCBwtTCN &amp; sign up to be a Premium In\\u2026 https://t.co/ZXmrjdW29Z',http://EdmontonOilers.com/Premium,Thu Nov 22 01:30:00 +0000 2018,799811,265,6,15
"DepressedDarth , Darth Vader",b'These movies joined the dark side https://t.co/av3pBKwxfH',https://decider.com/2017/04/14/10-movies-where-the-actors-had-real-on-screen-sex/slide-1/amp/?utm_source=dom&utm_medium=domsc&utm_campaign=DM367,Thu Nov 22 01:29:39 +0000 2018,817375,314,0,8
"VitalikButerin , Vitalik Non-giver of Ether","b""Seems to be exactly what I'm looking for! https://t.co/BKx7YbxDPC""",https://twitter.com/nicksdjohnson/status/1065416265567588352,Thu Nov 22 01:28:57 +0000 2018,822366,164,10,105
"FriedgeHNIC , Elliotte Friedman",b'Less complaining about the Carolina shot counter as the Hurricanes have 0 midway through the second',no external urls in this tweet,Thu Nov 22 01:25:47 +0000 2018,457889,647,15,173
"JonathanWillis , Jonathan Willis","b""RT @dellowhockey: Five best and worst power play PP1 so far this year. It's very Canadian heavy on the good side. Also has data on all 31 t\\u2026""",no external urls in this tweet,Thu Nov 22 01:24:01 +0000 2018,20558,1855,5,0
"DukeOfBohemia , Foxylicious ॐ",b'@spoderbro THANK YOU SO MUCH \\u2764\\u2764\\u2764',no external urls in this tweet,Thu Nov 22 01:21:48 +0000 2018,348,866,0,0
"spoderbro , my name is might've been",b'@DukeOfBohemia You can just turn off RCS',no external urls in this tweet,Thu Nov 22 01:21:21 +0000 2018,315,1667,0,2
"GoldenKnights , Vegas Golden Knights","b""thinkin bout hockey tonight\\n\\nbut after the game.....\\n\\nit's all about the *insert favorite Thanksgiving food here* \\U0001f440""",no external urls in this tweet,Thu Nov 22 01:21:15 +0000 2018,422000,639,31,336
"globeandmail , The Globe and Mail","b'Oil prices pressured by rising US crude stocks, but expected OPEC supply cut supports https://t.co/2enTQaYw7K\\u2026 https://t.co/HBumWCvK4K'",http://dlvr.it/QrpwMH,Thu Nov 22 01:15:06 +0000 2018,1732031,557,1,0
"OilersNation , OilersNation.com",b'We\\u2019re getting a sneak peek at the #EpcorStreetSki setup for the Grey Cup festival! @EPCOR https://t.co/D7xpGuQUI9',no external urls in this tweet,Thu Nov 22 01:11:56 +0000 2018,47378,1396,1,4
"DukeOfBohemia , Foxylicious ॐ","b""Android texting tells you when people have read your text now and I don't like it \\U0001f494 \\U0001f494 \\U0001f494""",no external urls in this tweet,Thu Nov 22 01:10:29 +0000 2018,348,866,0,0
"MikeBieleny , --mike--","b'RT @CandiceMalcolm: The Trudeau government created a slush fund for ""the country\\u2019s struggling journalism industry."" It\'ll be doled out thro\\u2026'",no external urls in this tweet,Thu Nov 22 01:08:29 +0000 2018,167,183,351,0
"Lowetide , Lowetide","b'RT @RetrieversPic: Why he no pet me, pls explain \\U0001f62b https://t.co/nWGhLjswSI'",no external urls in this tweet,Thu Nov 22 01:05:43 +0000 2018,24894,12861,261,0
"globeandmail , The Globe and Mail",b'Yemen peace talks likely to take place in early December in Sweden https://t.co/FKDp88a8hc https://t.co/pmAQV7zUNX',http://dlvr.it/QrpvCc,Thu Nov 22 01:05:05 +0000 2018,1732031,557,3,9
"CBR , Comic Book Resources","b""#StrangerThings' Millie Bobby Brown Becomes Youngest UNICEF Goodwill Ambassador Ever https://t.co/OJql74V0Cx https://t.co/V7GGifUvWQ""",https://buff.ly/2S3E0np,Thu Nov 22 00:58:38 +0000 2018,234940,832,10,35
"yaboynimrit , Nimrit",b'RT @killermarecat: Tell me why stretching your legs is now Twitter illegal https://t.co/jP1td10QNJ',https://twitter.com/yaboynimrit/status/1065368032870952961,Thu Nov 22 00:53:04 +0000 2018,458,1227,1,0
"DepressedDarth , Darth Vader","b""When it's Thanksgiving but you're all alone because your wife is dead and your kids hate you https://t.co/ADhsKsBnke""",no external urls in this tweet,Thu Nov 22 00:45:14 +0000 2018,817375,314,36,122
"EdmontonOilers , Edmonton Oilers","b'A custom jersey, #Oilers tickets, the chance to skate on @RogersPlace ice &amp; more? If you need dinner plans, head to\\u2026 https://t.co/5i4KX3FlrT'",https://twitter.com/i/web/status/1065404945124315137,Thu Nov 22 00:41:47 +0000 2018,799811,265,2,21
"globeandmail , The Globe and Mail",b'Former law school dean sues Lakehead for racial discrimination https://t.co/LojVirtVuy https://t.co/1r6jSMCuvm',http://dlvr.it/QrprRK,Thu Nov 22 00:39:06 +0000 2018,1732031,557,6,5
"SwiftOnSecurity , SwiftOnSecurity",b'Twitter used to enforce identity for checkmark accounts. If you changed your name you got unverified. USED TO.\\n\\nThe\\u2026 https://t.co/ccDnP5nB8s',https://twitter.com/i/web/status/1065404179915653121,Thu Nov 22 00:38:45 +0000 2018,247692,8090,13,86
"SwiftOnSecurity , SwiftOnSecurity","b'One of the times I fell for a fake account was because someone I trusted also fell for it, and I didn\\u2019t verify.\\n\\nRe\\u2026 https://t.co/VvpcF64Qay'",https://twitter.com/i/web/status/1065403079833645057,Thu Nov 22 00:34:23 +0000 2018,247692,8090,8,89
"JasonGregor , Jason Gregor","b'Happy birthday @jeffwoodsfit ""One of the best parts of being my age is I get 20% at Shoppers Drug Mart on Thursdays\\u2026 https://t.co/7cyYeDAsPr'",https://twitter.com/i/web/status/1065402278608138240,Thu Nov 22 00:31:12 +0000 2018,63943,607,0,8
"BestMovieLine , Best Movie Line",b'Broken Mirror https://t.co/NcIkK4aXXm',no external urls in this tweet,Thu Nov 22 00:29:39 +0000 2018,493176,38,62,169
"DepressedDarth , Darth Vader",b'Here\\u2019s the first trailer for the Vader standalone film https://t.co/knSljL8RhD',no external urls in this tweet,Thu Nov 22 00:29:10 +0000 2018,817375,314,20,77
"soIoucity , Tony X.",b'Aaron Rodgers tomorrow https://t.co/oXrMhHGeCR',no external urls in this tweet,Thu Nov 22 00:25:44 +0000 2018,75733,1482,20,61
"SwiftOnSecurity , SwiftOnSecurity","b'As the American head of state and his sycophants have maddened, I increasing see people falling for fake Twitter ac\\u2026 https://t.co/HObhWSVtFT'",https://twitter.com/i/web/status/1065400873440952322,Thu Nov 22 00:25:37 +0000 2018,247692,8090,28,188
"VitalikButerin , Vitalik Non-giver of Ether","b'If I ever made my own media site, I would have a rule that no articles are allowed about events/info that came out\\u2026 https://t.co/xDVa3Gc4Te'",https://twitter.com/i/web/status/1065400009112326149,Thu Nov 22 00:22:11 +0000 2018,822366,164,274,2138
"globeandmail , The Globe and Mail","b'Harry LaForme, a pioneering Indigenous judge, looks back in anger at the milestone Canada missed\\u2026 https://t.co/PqMvSEgkpK'",https://twitter.com/i/web/status/1065399726974001152,Thu Nov 22 00:21:03 +0000 2018,1732031,557,3,5
"globeandmail , The Globe and Mail",b'Vancouver police arrest Prince George man for historical sexual assaults https://t.co/g8E4fLCLek @GlobeBC https://t.co/MuBV78e1iR',http://dlvr.it/QrppQs,Thu Nov 22 00:19:05 +0000 2018,1732031,557,0,1
"VitalikButerin , Vitalik Non-giver of Ether","b'RT @glenweyl: Just in time for Thanksgiving, RadicalxChange has a website: https://t.co/fwOXRpX7uF.  Thanks so much to @mickeymuldoon, Joss\\u2026'",https://radicalxchange.org/,Thu Nov 22 00:17:10 +0000 2018,822366,164,22,0
"CBR , Comic Book Resources",b'Thwip Or Skip: Are The #SpiderMan #PS4 DLCs Worth It? https://t.co/1MQJDzqOFL https://t.co/S77UnBvC0V',https://buff.ly/2Tz3RVO,Thu Nov 22 00:15:01 +0000 2018,234940,832,14,40
"SwiftOnSecurity , SwiftOnSecurity",b'RT @SwiftOnSecurity: The 6th Day is an underrated SciFi movie I haven\\u2019t seen anyone reference ever.',no external urls in this tweet,Thu Nov 22 00:14:39 +0000 2018,247692,8090,11,0
"JasonGregor , Jason Gregor","b'""He envisions McDavid\'s icetime to be a bit higher than it is now (22:18). He is amazed at his ability to recover.""\\u2026 https://t.co/EaB9O2NLlk'",https://twitter.com/i/web/status/1065397671639244800,Thu Nov 22 00:12:53 +0000 2018,63943,607,7,31
"screenrant , Screen Rant",b'#Creed2: Every Returning ROCKY Character - https://t.co/tRTwz0nan6 https://t.co/YwlGEuZ0nv',https://buff.ly/2R3PeYM,Thu Nov 22 00:10:01 +0000 2018,115536,289,1,12
"JasonGregor , Jason Gregor",b'Officials for Grey Cup.\\n\\nReferee #60      Tom Vallesi\\nUmpire  #34      Ritchie Miller\\nHead Linesman #36 Thomas Cesa\\u2026 https://t.co/oXkdYkD02l',https://twitter.com/i/web/status/1065396391604699136,Thu Nov 22 00:07:48 +0000 2018,63943,607,0,6
"BestMovieLine , Best Movie Line",b'Begin Again https://t.co/096BDjEkc5',no external urls in this tweet,Thu Nov 22 00:00:28 +0000 2018,493176,38,31,97
"BestMovieLine , Best Movie Line",b'Before Sunrise https://t.co/Uzq29Cj1EJ',no external urls in this tweet,Thu Nov 22 00:00:28 +0000 2018,493176,38,25,107
"DepressedDarth , Darth Vader",b'My grandson is just like me https://t.co/14scQwVByu',no external urls in this tweet,Thu Nov 22 00:00:28 +0000 2018,817375,314,28,116
"CBR , Comic Book Resources","b""Ralph Breaks the Internet's Post-Credits Scene Is An Ode to the Web\\nhttps://t.co/VGkFxRdZrL https://t.co/CbAHgXcDBK""",https://buff.ly/2A73kRS,Thu Nov 22 00:00:03 +0000 2018,234940,832,4,15
"k_greenly , Kiera Greenly",b'RT @Canucks: D\\xe9j\\xe0 vu! \\U0001f6a8\\U0001f631 Can @_EPettersson make it three straight games with a power-play goal? https://t.co/T9ITtAZ0yH',no external urls in this tweet,Wed Nov 21 23:56:09 +0000 2018,156,340,56,0
"JonathanWillis , Jonathan Willis","b'RT @TheAthleticEDM: The Oilers have not had a good first quarter and their grades reflect that, writes @JonathanWillis.\\nhttps://t.co/BCZbPZ\\u2026'",no external urls in this tweet,Wed Nov 21 23:48:52 +0000 2018,20558,1855,3,0
"BestMovieLine , Best Movie Line",b'10 Scandalous Stories Behind Famous Sex Scenes https://t.co/ES6JQUXEKv',https://decider.com/2017/05/26/10-shocking-stories-behind-famous-sex-scenes/slide-1/?utm_source=dom&utm_medium=domsc&utm_campaign=DM367,Wed Nov 21 23:48:28 +0000 2018,493176,38,0,1
"BestMovieLine , Best Movie Line",b'10 Actresses Who Did It For Real in Movies https://t.co/3bhNdxDLdB',https://decider.com/2017/04/14/10-movies-where-the-actors-had-real-on-screen-sex/slide-1/amp/?utm_source=dom&utm_medium=domsc&utm_campaign=DM367,Wed Nov 21 23:47:31 +0000 2018,493176,38,0,4
"CBR , Comic Book Resources",b'Satanic Temple Settles Chilling Adventures of Sabrina Statue Lawsuit https://t.co/pCE1IMNFnW https://t.co/qrZIY39G7C',https://buff.ly/2KqZyrs,Wed Nov 21 23:47:02 +0000 2018,234940,832,7,19
"globeandmail , The Globe and Mail",b'Why war veteran Harry Leslie Smith started a podcast to save\\xa0democracy https://t.co/h0FFa5MOyV https://t.co/6pnXCPzRsF',http://dlvr.it/Qrpk3T,Wed Nov 21 23:45:41 +0000 2018,1732031,557,11,26
"DepressedDarth , Darth Vader",b'20 kids movies that joined the dark side  https://t.co/QprY1UdoRQ',http://twentytwowords.com/most-traumatizing-moments-from-kids-movies/2/?utm_source=deck&utm_medium=cpc&utm_term=influencer&utm_campaign=DM367,Wed Nov 21 23:45:29 +0000 2018,817375,314,1,9
"PreyanshuKumar , Preyanshu Kumar",b'RT @Archaeologuy: The Leafs hired a young whiz AGM who built a solid farm team and actually used it to play younger players. They developed\\u2026',no external urls in this tweet,Wed Nov 21 23:45:12 +0000 2018,206,191,16,0
"GoldenKnights , Vegas Golden Knights",b'deals on deals on deals this Gold Friday \\U0001f60f\\U0001f369 https://t.co/T9XeSWGRMA',no external urls in this tweet,Wed Nov 21 23:45:00 +0000 2018,422000,639,18,183
"Lowetide , Lowetide","b'RT @AndyMc81: Air times tonight for the #GreyCup edition of ""#CFL Weekly"" across #Canada on TSN Radio delivered by @DominosCanada \\U0001f3c8\\n\\n8pm ET\\u2026'",no external urls in this tweet,Wed Nov 21 23:43:00 +0000 2018,24894,12861,4,0
"EdmontonOilers , Edmonton Oilers","b""If last night's #Oilers victory was a small taste of what Head Coach Ken Hitchcock brings to the team, we got a ful\\u2026 https://t.co/Hf7takXrFR""",https://twitter.com/i/web/status/1065390119060819968,Wed Nov 21 23:42:53 +0000 2018,799811,265,35,142
"SwiftOnSecurity , SwiftOnSecurity",b'Why couldn\\u2019t the anime fan get drunk at Thanksgiving?\\n\\nShe only wanted One Punch.',no external urls in this tweet,Wed Nov 21 23:41:28 +0000 2018,247692,8090,13,150
"BestMovieLine , Best Movie Line",b'The Shack https://t.co/2Cccv2x2kL',no external urls in this tweet,Wed Nov 21 23:37:26 +0000 2018,493176,38,37,142
"CBR , Comic Book Resources","b'Bill Maher Doubles Down on Stan Lee, Comic Book Culture Comments\\nhttps://t.co/FLAkE8ViiO https://t.co/ZAS28KARZ2'",https://buff.ly/2BqCw0X,Wed Nov 21 23:32:02 +0000 2018,234940,832,5,26
"UAlberta , University of Alberta",b'HUGE congratulations to everyone from @UAlberta_Eng @UofAALES @UAlbertaBiz @UAlbertaKSR @UofA_Augustana and\\u2026 https://t.co/NQHE1sv2jj',https://twitter.com/i/web/status/1065387163821297664,Wed Nov 21 23:31:08 +0000 2018,79693,575,2,10
"DepressedDarth , Darth Vader",b'Yoda in school https://t.co/TEEGQdHEsd',no external urls in this tweet,Wed Nov 21 23:30:29 +0000 2018,817375,314,96,316
"globeandmail , The Globe and Mail",b'RT @picardonhealth: Media sector gets $595-million aid package in Ottawa\\u2019s fiscal update; it also proposes a 15% tax credit for those who s\\u2026',no external urls in this tweet,Wed Nov 21 23:29:20 +0000 2018,1732031,557,21,0
"globeandmail , The Globe and Mail",b'RT @perreaux: SUBS: Doug Ford owes Franco-Ontarians a better answer /via @globeandmail https://t.co/qO188jY1Lw',https://www.theglobeandmail.com/opinion/article-doug-ford-owes-franco-ontarians-a-better-answer/?utm_medium=Referrer:+Social+Network+/+Media&utm_campaign=Shared+Web+Article+Links,Wed Nov 21 23:29:10 +0000 2018,1732031,557,11,0
"globeandmail , The Globe and Mail",b'RT @shelbyblackley: A prestigious literary prize was suspended after the authors protested the sponsorship of Amazon Canada. My latest. htt\\u2026',no external urls in this tweet,Wed Nov 21 23:28:53 +0000 2018,1732031,557,4,0
"BestMovieLine , Best Movie Line",b'Sex and the City https://t.co/YQz4fWP0qi',no external urls in this tweet,Wed Nov 21 23:27:34 +0000 2018,493176,38,115,313
"Oil_Foundation , Oilers Foundation",b'The annual #Oilers ICE School Skate Day took over @RogersPlace this week as hundreds of students from the #yeg area\\u2026 https://t.co/EHhD6ekMCA',https://twitter.com/i/web/status/1065385634678730752,Wed Nov 21 23:25:03 +0000 2018,7049,555,4,22
"DarrenDreger , Darren Dreger",b'Impressive marketing work by @NHLAlumni. https://t.co/4rxYAXA8H1',https://twitter.com/darrendreger/status/1065382507858853889,Wed Nov 21 23:24:25 +0000 2018,1070291,1029,6,88
"JasonGregor , Jason Gregor",b'Weekly chat with @rayferrarotsn now on @TSN1260',no external urls in this tweet,Wed Nov 21 23:24:22 +0000 2018,63943,607,0,1
"FriedgeHNIC , Elliotte Friedman",b'It is @scotiabank Wednesday Night Hockey in 5 minutes on @Sportsnet. Here is the breakdown: TOR/CLINA on @Sportsnet\\u2026 https://t.co/JNeKptxron',https://twitter.com/i/web/status/1065385277173059584,Wed Nov 21 23:23:38 +0000 2018,457889,647,16,181
"screenrant , Screen Rant","b""#Godzilla2: Monarch Website Teases Ghidorah's Original Defeat -  https://t.co/Gd5NUofR2v https://t.co/XDDjsmsC1n""",https://buff.ly/2Twn2zv,Wed Nov 21 23:21:53 +0000 2018,115536,289,2,20
"BootsRiley , Boots Riley",b'RT @mitchykapler: I mean...@Sorry2BotherYou literally has a fictional version of this type of revolt and now it\\u2019s happening at IRL at Googl\\u2026',no external urls in this tweet,Wed Nov 21 23:20:52 +0000 2018,89884,19807,13,0
"JasonGregor , Jason Gregor",b'Awesome Earl. What shirt was I wearing? Yikes.  Must have borrowed it from @Jason_Strudwick https://t.co/zNO44Jjwh2',https://twitter.com/darrylh78/status/1065383806566227968,Wed Nov 21 23:20:43 +0000 2018,63943,607,0,23
"CBR , Comic Book Resources",b'Peter Weller Reportedly Not Interested in Blomkamp #RoboCop Reboot https://t.co/Z4ZTxTBXjo https://t.co/09g4IKqy5y',https://buff.ly/2TvYLJS,Wed Nov 21 23:18:56 +0000 2018,234940,832,4,10
"Archaeologuy , Matt Henderson","b'RT @tuned909: @Archaeologuy When told he was fired, Todd probably did not call a timeout to compose himself'",no external urls in this tweet,Wed Nov 21 23:18:34 +0000 2018,7384,227,3,0
"soIoucity , Tony X.","b""They're drunk as  hell. https://t.co/vx9AE3hUZz""",https://twitter.com/steph_sampson/status/1065359879391580161,Wed Nov 21 23:18:22 +0000 2018,75733,1482,19,177
"EdmontonOilers , Edmonton Oilers","b""Ahead of an anticipated game between @GoLondonKnights &amp; fellow #Oilers prospect Ryan McLeod's @OHLSteelheads, we ca\\u2026 https://t.co/fYjGMobTcM""",https://twitter.com/i/web/status/1065383751541186560,Wed Nov 21 23:17:34 +0000 2018,799811,265,9,51
"BestMovieLine , Best Movie Line",b'The Devil Wears Prada https://t.co/NPFmbdq4ye',no external urls in this tweet,Wed Nov 21 23:17:28 +0000 2018,493176,38,48,132
"globeandmail , The Globe and Mail","b""RT @maxymiw: it's true! i even include some of the hate emails i've received in the wake of everything that's happened in the past few year\\u2026""",no external urls in this tweet,Wed Nov 21 23:16:52 +0000 2018,1732031,557,2,0
"DepressedDarth , Darth Vader","b""The world's safest car, it never hits anything https://t.co/bUy7V26jue""",no external urls in this tweet,Wed Nov 21 23:15:26 +0000 2018,817375,314,70,219
"globeandmail , The Globe and Mail",b'Biologist Dorothy Cheney studied how primates communicate https://t.co/YZrAKscjjh https://t.co/ALdtq9DBfn',http://dlvr.it/QrpfBG,Wed Nov 21 23:15:05 +0000 2018,1732031,557,2,1
"DarrenDreger , Darren Dreger","b'Thank you @NHLAlumniAssociation, @JPWisers and \\u2066@JPWisersCA\\u2069.  Talk about a Hall of Fame collection.\\u2026 https://t.co/8l4UbWMCh0'",https://twitter.com/i/web/status/1065382507858853889,Wed Nov 21 23:12:38 +0000 2018,1070291,1029,16,165
"BestMovieLine , Best Movie Line",b'The 10 Sexiest Shows In HBO History https://t.co/YQtABSOTkI',https://decider.com/2018/07/20/10-sexiest-shows-hbo-history/slide-1/amp/?utm_source=dom&utm_medium=domsc&utm_campaign=DM367,Wed Nov 21 23:07:31 +0000 2018,493176,38,1,3
"globeandmail , The Globe and Mail",b'Anne Frank House renovated to tell story to new generation https://t.co/ibcxJr9ELG https://t.co/hMkEklMwqP',http://dlvr.it/QrpdDz,Wed Nov 21 23:07:11 +0000 2018,1732031,557,9,16
"globeandmail , The Globe and Mail",b'Ottawa rides superb quarterback play into Grey Cup matchup https://t.co/gAgMW7bn22 @Globe_Sports https://t.co/Tpj8PpiAlb',http://dlvr.it/QrpdDb,Wed Nov 21 23:07:10 +0000 2018,1732031,557,0,2
"globeandmail , The Globe and Mail","b'Crude-by-rail exports hit record in September, NEB says https://t.co/P0qQfONQeb @GlobeBusiness https://t.co/KP8Yhr4i2I'",http://dlvr.it/QrpdD3,Wed Nov 21 23:07:08 +0000 2018,1732031,557,1,0
"globeandmail , The Globe and Mail",b'How I learned to live in November\\u2019s darkness https://t.co/Mfsy1dXXrd https://t.co/FoX5GbSm6p',http://dlvr.it/QrpdCj,Wed Nov 21 23:07:07 +0000 2018,1732031,557,2,6
"globeandmail , The Globe and Mail","b'Trevor Noah\\u2019s Netflix special is uniquely, fiercely funny-logical https://t.co/VSmiWvdWmH @GlobeArts https://t.co/KaPcnsVErJ'",http://dlvr.it/QrpdB7,Wed Nov 21 23:07:05 +0000 2018,1732031,557,2,10
"globeandmail , The Globe and Mail",b'Globe editorial: Canada Post employees learn the true meaning of Christmas https://t.co/PAbhVKrvI8 @GlobeDebate https://t.co/jOAL5FiJdX',http://dlvr.it/Qrpd5Z,Wed Nov 21 23:07:04 +0000 2018,1732031,557,2,6
"globeandmail , The Globe and Mail","b'Along the Danforth, dreams of glass live on in Vitrolite buildings https://t.co/uIZVxipqCP https://t.co/2WG4YdVj6g'",http://dlvr.it/Qrpd3G,Wed Nov 21 23:07:02 +0000 2018,1732031,557,0,2
"BestMovieLine , Best Movie Line",b'The 18 Best Action Movies on Netflix Right Now https://t.co/1FrQfMh3Il',https://decider.com/2018/03/19/best-action-movies-on-netflix-gallery/slide-1/amp/?utm_source=dom&utm_medium=domsc&utm_campaign=DM367,Wed Nov 21 23:06:32 +0000 2018,493176,38,1,6
"screenrant , Screen Rant",b'Fantastic Beasts: The Crimes Of Grindelwald Pitch Meeting https://t.co/HK3mr27l9f',http://youtu.be/QM6c99aaQhs?a,Wed Nov 21 23:06:21 +0000 2018,115536,289,3,20
"screenrant , Screen Rant","b""Who Killed Felicity? The Clues To #Arrow Season 7's New Mystery - https://t.co/Pd7nQJxY0v https://t.co/xrTHsOdZdz""",https://buff.ly/2Tura30,Wed Nov 21 23:04:11 +0000 2018,115536,289,3,15
"DepressedDarth , Darth Vader",b'Lightsabers make everything better https://t.co/HRDvY8Ze4Y',no external urls in this tweet,Wed Nov 21 23:00:29 +0000 2018,817375,314,326,904
